"PAYMENT_DAY","APPLICATION_SUBMISSION_TYPE","SEX","MARITAL_STATUS","QUANT_DEPENDANTS","STATE_OF_BIRTH","NATIONALITY","RESIDENTIAL_STATE","FLAG_RESIDENCIAL_PHONE","RESIDENCE_TYPE","MONTHS_IN_RESIDENCE","FLAG_EMAIL","PERSONAL_MONTHLY_INCOME","OTHER_INCOMES","FLAG_VISA","FLAG_MASTERCARD","QUANT_SPECIAL_BANKING_ACCOUNTS","QUANT_CARS","COMPANY","PROFESSIONAL_STATE","FLAG_PROFESSIONAL_PHONE","PROFESSION_CODE","OCCUPATION_TYPE","MATE_PROFESSION_CODE","EDUCATION_LEVEL2","PRODUCT","AGE","BAD","CREDIT_AMNT"
"X3","web","f","X3",1,"sp","X2","sp",1,"X3",3,1,1400,0,0,0,0,0,1,"missing",0,"X1","X1","X1","X1","X1",28,"GOOD",1000
"X6","X0","m","X3",2,"mt","X2","mt",1,"X3",15,0,500,0,0,0,1,1,1,"mt",1,"X20","X4","X2","X2","X1",29,"BAD",1000
"X6","X0","m","X3",5,"ce","X2","ce",1,"X3",1,0,350,0,0,0,1,1,1,"ce",1,"X20","X4","X2","X2","X2",44,"GOOD",1000
"X5","web","f","X2",0,"rs","X2","rs",1,"X3",22,1,437,0,0,0,0,0,1,"rs",1,"X1","X4","X1","X1","X3",22,"BAD",1000
"X2","X0","f","X3",1,"missing","X1","pr",1,"X3",0,1,1185,0,0,0,1,1,1,"missing",1,"X20","X4","X5","X2","X1",37,"GOOD",1000
"X3","web","m","X3",1,"es","X2","es",1,"X3",40,1,545,0,0,0,0,0,1,"es",1,"X20","X4","X1","X1","X1",27,"GOOD",1000
"X4","web","m","X5",0,"pb","X2","pb",1,"X3",20,1,1481,0,1,0,0,0,0,"pb",0,"X20","X3","X1","X1","X1",73,"GOOD",1000
"X2","web","m","X3",0,"ba","X2","ba",0,"X3",2,1,381,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X1",65,"GOOD",1000
"X2","web","f","X5",0,"pb","X2","pb",1,"X3",45,1,350,0,0,0,0,0,1,"missing",0,"X20","X3","X1","X1","X1",68,"GOOD",1000
"X3","web","m","X3",0,"pa","X2","pa",1,"X3",16,1,2708,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",50,"BAD",1000
"X3","web","m","X7",1,"pe","X2","pe",1,"X3",5,1,1553.22,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",61,"GOOD",1000
"X3","web","f","X3",0,"ba","X2","ba",1,"X3",10,1,980,0,0,0,0,0,1,"ba",0,"X20","X4","X1","X1","X1",44,"GOOD",1000
"X6","X0","f","X2",0,"al","X2","pe",1,"X3",7,0,350,0,0,0,1,1,0,"missing",0,"X20","X6","X2","X2","X1",28,"BAD",1000
"X3","carga","m","X3",0,"rj","X2","rj",1,"X3",1,1,748,0,0,0,0,0,1,"rj",1,"X5","X4","X5","X1","X1",39,"GOOD",1000
"X3","web","m","X3",0,"pb","X2","pb",1,"X3",10,1,426,0,0,1,0,0,0,"missing",0,"X1","X1","X1","X1","X1",43,"GOOD",1000
"X3","carga","m","X2",3,"pa","X2","pa",0,"X7",1,1,532,0,0,0,0,0,1,"missing",0,"X20","X4","X5","X1","X1",27,"GOOD",1000
"X4","web","f","X2",0,"mg","X2","mg",0,"X3",23,1,646.11,0,0,1,0,0,0,"missing",0,"X20","X3","X1","X1","X2",42,"BAD",1000
"X4","web","f","X6",0,"rs","X2","rs",1,"X3",7,1,1400,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",62,"GOOD",1000
"X3","web","f","X7",1,"ce","X2","ce",1,"X2",20,1,800,0,1,0,0,0,0,"missing",0,"X1","X6","X1","X1","X1",44,"GOOD",1000
"X4","X0","f","X3",0,"ms","X2","ms",0,"X3",5,0,370,0,1,0,0,1,1,"ms",1,"X20","X4","X2","X2","X1",28,"GOOD",1000
"X4","web","f","X2",0,"sp","X2","sp",1,"X3",9.72714882201501,1,2000,0,1,0,0,0,0,"missing",0,"X20","X7","X1","X1","X1",35,"BAD",1000
"X3","web","f","X3",2,"ce","X2","ce",0,"X3",5,1,530,300,0,0,0,0,1,"ce",0,"X20","X4","X1","X1","X1",28,"GOOD",1000
"X2","web","f","X2",0,"ba","X2","es",1,"X3",9.72714882201501,1,472,0,0,0,0,0,1,"missing",0,"X20","X7","X1","X1","X2",25,"GOOD",1000
"X1","web","f","X3",0,"rn","X2","rn",0,"X3",13,1,550,0,0,0,0,0,0,"missing",0,"X20","X6","X1","X1","X1",57,"BAD",1000
"X3","X0","m","X2",0,"ba","X2","ba",1,"X3",4,0,492,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",34,"GOOD",1000
"X3","X0","f","X5",0,"se","X2","se",1,"X3",0,1,420,350,0,0,1,1,0,"missing",0,"X20","X3","X2","X2","X1",50,"BAD",1000
"X5","web","f","X3",1,"sp","X2","sp",0,"X3",30,1,780,0,0,0,0,0,1,"sp",1,"X20","X4","X1","X1","X1",25,"GOOD",1000
"X4","web","m","X3",0,"sp","X2","sp",1,"X1",9.72714882201501,1,381,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",71,"GOOD",1000
"X5","web","f","X2",0,"rs","X2","rs",1,"X3",6,1,1246,0,1,0,0,0,1,"missing",1,"X6","X4","X1","X1","X1",47,"GOOD",1000
"X6","web","f","X2",0,"ce","X2","ce",1,"X3",15,1,1115,0,0,0,0,0,0,"missing",0,"X5","X1","X1","X1","X1",47,"GOOD",1000
"X6","X0","m","X2",0,"rn","X2","rn",1,"X3",10,0,1000,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",40,"BAD",1000
"X2","web","m","X2",1,"al","X2","al",1,"X4",8,1,955,0,0,0,0,0,1,"al",0,"X1","X1","X1","X1","X1",41,"GOOD",1000
"X3","X0","m","X3",0,"pe","X2","pe",1,"X3",2,0,500,0,1,0,0,1,0,"missing",0,"X20","X3","X19","X2","X1",55,"GOOD",1000
"X6","web","f","X3",3,"ba","X2","go",1,"X3",9.72714882201501,1,800,150,0,0,0,0,1,"missing",0,"X1","X1","X1","X1","X1",37,"GOOD",1000
"X3","web","m","X2",2,"rs","X2","rs",1,"X3",10,1,449,0,0,0,0,0,1,"rs",1,"X20","X7","X1","X1","X3",22,"BAD",1000
"X4","web","f","X4",0,"pr","X2","pr",1,"X3",22,1,688,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",68,"GOOD",1000
"X3","X0","m","X3",0,"pr","X2","pr",1,"X3",6,0,815,0,0,0,1,1,1,"pr",1,"X20","X4","X5","X5","X1",31,"GOOD",1000
"X3","X0","f","X3",0,"mg","X2","mg",0,"X3",3,0,373,0,0,0,1,1,1,"mg",1,"X20","X7","X2","X5","X2",42,"GOOD",1000
"X3","web","f","X5",0,"rn","X2","rn",0,"X3",1,1,535,0,0,0,0,0,1,"missing",0,"X5","X1","X1","X1","X1",55,"GOOD",1000
"X3","X0","f","X6",0,"mg","X2","mg",1,"X4",0,0,1800,0,0,0,1,1,0,"missing",0,"X20","X4","X2","X2","X1",36,"GOOD",1000
"X3","X0","f","X5",0,"ce","X2","ce",0,"X3",30,0,351,0,0,0,1,1,0,"missing",0,"X20","X3","X2","X2","X1",71,"BAD",1000
"X3","X0","f","X5",0,"pa","X2","pa",1,"X3",35,0,1072,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",69,"GOOD",1000
"X4","X0","f","X2",0,"rn","X2","rn",1,"X3",13,1,800,0,1,0,1,1,0,"missing",0,"X20","X6","X2","X2","X1",38,"GOOD",1000
"X6","web","f","X3",0,"ba","X2","ba",0,"X1",24,1,420,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",40,"GOOD",1000
"X4","web","f","X2",0,"rj","X2","rj",1,"X3",10,1,800,0,0,0,0,0,0,"missing",0,"X1","X6","X1","X1","X1",55,"GOOD",1000
"X3","web","m","X3",0,"pb","X2","pb",1,"X3",6,1,580,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X2",39,"GOOD",1000
"X6","web","f","X3",0,"rj","X2","rn",1,"X3",1,1,700,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X2",18,"BAD",1000
"X3","web","f","X4",0,"rs","X2","rs",1,"X3",1,1,380,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X3",64,"GOOD",1000
"X3","X0","m","X3",0,"ce","X2","ce",1,"X3",2,1,350,0,0,0,1,1,1,"missing",0,"X20","X2","X2","X2","X1",68,"GOOD",1000
"X3","web","f","X8",0,"rs","X2","rs",1,"X3",10,1,503,0,0,0,0,0,1,"rs",1,"X20","X4","X1","X1","X1",44,"GOOD",1000
"X3","X0","f","X3",0,"sp","X2","sp",1,"X3",1,1,700,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",22,"GOOD",1000
"X4","web","f","X3",0,"mg","X2","mg",0,"X3",21,1,300,0,1,0,0,0,1,"missing",0,"X20","X6","X19","X5","X2",41,"GOOD",1000
"X6","X0","m","X3",0,"al","X2","sp",1,"X4",1,1,534,0,0,0,1,1,1,"missing",0,"X20","X6","X5","X2","X1",41,"GOOD",1000
"X3","X0","f","X5",0,"rs","X2","rs",0,"X3",38,1,317,0,0,0,0,0,1,"missing",0,"X1","X1","X1","X1","X1",62,"GOOD",1000
"X2","X0","f","X5",0,"ba","X2","sp",1,"X3",5,0,1599,0,0,0,1,1,0,"missing",0,"X13","X6","X2","X2","X1",49,"GOOD",1000
"X3","web","f","X3",0,"ba","X2","ba",1,"X3",4,1,374,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",59,"BAD",1000
"X2","web","f","X3",2,"ac","X2","ac",1,"X3",18,1,594,0,0,0,0,0,0,"missing",0,"X20","X6","X1","X1","X1",35,"GOOD",1000
"X2","X0","m","X3",0,"pa","X2","pa",1,"X1",0,1,1540,0,0,0,1,1,0,"missing",0,"X5","X7","X5","X2","X1",62,"GOOD",1000
"X3","X0","f","X3",1,"pe","X2","pe",1,"X3",12,0,800,0,0,1,1,1,1,"missing",0,"X2","X2","X2","X5","X1",37,"GOOD",1000
"X3","web","m","X3",1,"rj","X2","rj",1,"X4",9.72714882201501,1,2010,0,0,0,1,0,0,"missing",0,"X13","X7","X1","X1","X1",42,"GOOD",1000
"X3","X0","m","X4",0,"rs","X2","rs",1,"X3",20,1,926,0,0,0,1,1,1,"rs",0,"X6","X4","X5","X2","X1",44,"GOOD",1000
"X3","web","f","X3",0,"rs","X2","rs",1,"X3",28,1,380,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",72,"GOOD",1000
"X3","X0","f","X5",0,"mg","X2","sp",1,"X3",30,0,350,0,0,1,1,1,0,"missing",0,"X20","X3","X2","X2","X1",61,"GOOD",1000
"X5","web","f","X2",1,"rs","X2","rs",1,"X4",1,1,200,0,0,0,0,0,1,"rs",0,"X4","X4","X5","X1","X1",29,"GOOD",1000
"X3","X0","f","X3",0,"pe","X2","pe",1,"X3",5,1,1200,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",36,"GOOD",1000
"X4","X0","f","X2",0,"ba","X2","al",1,"X4",4,0,756,0,0,1,1,1,1,"al",1,"X20","X2","X2","X2","X1",33,"GOOD",1000
"X4","X0","m","X3",1,"pa","X2","pa",0,"X3",16,1,350,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",62,"GOOD",1000
"X2","X0","f","X3",2,"ma","X2","pa",1,"X3",8,0,1013,594,0,0,1,1,1,"pa",0,"X20","X4","X2","X2","X1",36,"GOOD",1000
"X3","X0","f","X2",0,"missing","X1","rs",1,"X3",28,1,246,0,0,0,1,1,0,"missing",0,"X20","X3","X5","X2","X1",66,"GOOD",1000
"X1","X0","f","X2",3,"ce","X2","ce",1,"X4",1,0,374,0,0,0,0,1,1,"ce",1,"X20","X4","X2","X2","X1",32,"GOOD",1000
"X4","X0","f","X3",2,"sp","X2","sp",1,"X2",0,0,500,0,1,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",43,"GOOD",1000
"X6","web","f","X4",0,"sp","X2","sp",0,"X3",9.72714882201501,1,400,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X2",52,"BAD",1000
"X3","X0","f","X3",3,"sp","X2","sp",1,"X3",22,0,633,0,0,1,1,1,1,"sp",1,"X20","X2","X2","X2","X1",42,"GOOD",1000
"X3","web","f","X3",0,"ba","X2","ba",0,"X1",9.72714882201501,1,351.33,0,0,0,0,0,0,"missing",0,"X20","X1","X1","X1","X1",48,"GOOD",1000
"X3","web","m","X3",0,"rj","X2","rj",1,"X2",10,1,1048.03,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",36,"BAD",1000
"X3","X0","f","X5",0,"rs","X2","rs",0,"X3",26,1,351,0,1,0,1,1,0,"missing",0,"X20","X3","X5","X2","X1",45,"GOOD",1000
"X2","web","m","X3",0,"pb","X2","pb",1,"X3",0,1,508,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X1",31,"GOOD",1000
"X3","web","m","X3",1,"rn","X2","rn",0,"X3",20,1,376.33,0,0,1,0,0,0,"missing",0,"X20","X6","X1","X6","X1",32,"GOOD",1000
"X2","X0","f","X3",0,"rn","X2","rn",0,"X3",20,1,412,0,0,1,1,0,1,"missing",0,"X20","X4","X1","X1","X1",32,"GOOD",1000
"X5","web","m","X3",1,"ba","X2","ba",1,"X3",1,1,800,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X2",29,"BAD",1000
"X4","web","m","X2",0,"rj","X2","rj",1,"X3",1,1,509,0,0,0,0,0,1,"rj",1,"X20","X4","X5","X1","X3",38,"GOOD",1000
"X2","web","m","X3",2,"rs","X2","rs",1,"X3",47,1,976,0,0,1,1,0,1,"rs",1,"X20","X4","X1","X1","X1",48,"GOOD",1000
"X4","web","m","X2",0,"sp","X2","sp",1,"X4",3,1,641,0,0,0,0,0,0,"missing",0,"X1","X4","X1","X1","X1",42,"GOOD",1000
"X3","X0","m","X3",2,"mg","X2","mg",1,"X3",28,1,790,0,0,0,1,0,0,"missing",0,"X20","X4","X1","X1","X1",40,"GOOD",1000
"X4","web","m","X2",1,"ce","X2","ce",1,"X3",10,1,407,0,0,1,0,0,1,"ce",1,"X20","X4","X1","X1","X1",26,"BAD",1000
"X2","X0","f","X5",0,"mg","X2","mg",1,"X3",17,0,353,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X2",48,"BAD",1000
"X5","X0","m","X4",0,"missing","X1","pe",1,"X3",0,1,500,0,1,1,1,1,0,"missing",0,"X20","X6","X5","X2","X1",52,"BAD",1000
"X3","web","f","X5",0,"ce","X2","ce",0,"X3",1,1,350,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",93,"BAD",1000
"X5","X0","m","X3",2,"sp","X2","sp",1,"X7",4,1,706,0,0,0,1,1,1,"sp",1,"X20","X7","X2","X2","X2",27,"BAD",1000
"X3","X0","m","X3",0,"sp","X2","sp",0,"X3",20,1,462,250,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X2",60,"GOOD",1000
"X6","X0","m","X3",0,"ba","X2","sp",0,"X4",1,1,700,400,0,0,0,1,1,"sp",1,"X20","X4","X19","X4","X1",27,"GOOD",1000
"X4","web","f","X2",2,"ba","X2","ba",1,"X3",11,1,325,0,0,1,0,0,0,"missing",0,"X13","X6","X1","X1","X1",42,"GOOD",1000
"X2","web","m","X3",0,"pe","X2","pe",1,"X3",16,1,1200,0,1,1,0,0,0,"missing",0,"X1","X6","X1","X1","X1",42,"GOOD",1000
"X2","web","f","X3",0,"ba","X2","ba",0,"X3",11,1,400,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",41,"GOOD",1000
"X5","web","f","X5",0,"ba","X2","mg",0,"X3",40,1,277,0,0,0,0,0,0,"missing",0,"X5","X3","X1","X1","X1",73,"GOOD",1000
"X6","web","f","X3",0,"pe","X2","pe",1,"X3",9.72714882201501,1,1000,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X1",57,"GOOD",1000
"X5","X0","f","X2",0,"ce","X2","ce",1,"X3",0,0,1379,0,0,0,1,1,0,"missing",0,"X20","X4","X2","X2","X1",20,"GOOD",1000
"X3","web","f","X3",0,"rs","X2","pr",1,"X4",1,1,2400,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X1",37,"BAD",1000
"X4","web","f","X2",1,"rj","X2","rj",1,"X3",50,1,464,0,1,0,0,0,0,"missing",0,"X20","X7","X1","X1","X1",58,"GOOD",1000
"X2","web","f","X2",0,"rs","X2","rs",1,"X3",15,1,1100,0,0,1,0,0,0,"missing",0,"X1","X1","X1","X1","X1",39,"GOOD",1000
"X3","X0","f","X8",0,"rs","X2","rs",1,"X3",18,0,350,0,0,0,1,1,1,"rs",1,"X20","X4","X2","X2","X1",58,"GOOD",1000
"X6","web","f","X3",0,"pe","X2","pe",1,"X3",17,1,1500,0,0,1,0,0,0,"missing",0,"X20","X6","X1","X1","X1",36,"GOOD",1000
"X4","web","m","X2",0,"sc","X2","sc",1,"X3",20,1,1290,0,0,0,0,0,1,"sc",1,"X18","X7","X1","X1","X1",23,"BAD",1000
"X4","X0","m","X7",1,"sc","X2","sc",1,"X3",24,0,516,0,1,0,1,1,1,"sc",1,"X2","X2","X2","X2","X3",24,"GOOD",1000
"X3","web","f","X6",1,"pa","X2","pa",1,"X3",35,1,600,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X1",64,"GOOD",1000
"X2","web","f","X2",0,"pe","X2","pe",1,"X3",1,1,700,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X1",39,"BAD",1000
"X4","web","m","X3",0,"ma","X2","ma",0,"X3",20,1,1000,0,0,0,0,0,0,"missing",0,"X13","X6","X1","X1","X1",51,"GOOD",1000
"X3","X0","f","X5",0,"pb","X2","pe",1,"X3",12,0,350,0,1,0,1,1,0,"missing",0,"X2","X2","X2","X2","X2",76,"GOOD",1000
"X4","web","m","X4",0,"rs","X2","rs",1,"X3",5,1,550,0,0,0,0,0,0,"missing",0,"X13","X6","X1","X1","X1",50,"BAD",1000
"X3","web","m","X3",1,"ba","X2","ap",1,"X3",6,1,794,0,1,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",56,"BAD",1000
"X3","X0","m","X3",0,"ce","X2","ce",1,"X3",9,0,600,0,0,0,1,1,1,"missing",0,"X20","X4","X2","X2","X1",25,"GOOD",1000
"X2","web","f","X3",0,"am","X2","am",1,"X3",21,1,350,0,1,0,0,0,0,"missing",0,"X1","X3","X1","X1","X1",56,"GOOD",1000
"X2","carga","f","X2",0,"pa","X2","pa",1,"X3",1,1,683,0,0,0,0,0,1,"pa",1,"X20","X4","X5","X1","X1",31,"GOOD",1000
"X3","web","m","X3",0,"pe","X2","sp",1,"X3",10,1,637.6,500,1,0,0,0,1,"sp",1,"X20","X4","X1","X1","X1",33,"GOOD",1000
"X3","web","m","X2",0,"es","X2","pe",0,"X3",9.72714882201501,1,262,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",73,"BAD",1000
"X4","X0","f","X2",0,"ba","X2","sp",1,"X3",5,0,400,0,0,0,1,1,1,"sp",1,"X20","X7","X2","X2","X1",62,"GOOD",1000
"X2","web","m","X5",1,"pa","X2","ap",1,"X3",2,1,380,0,0,0,0,0,0,"missing",0,"X1","X3","X1","X1","X1",67,"GOOD",1000
"X3","web","f","X3",0,"mg","X2","mg",0,"X3",12,1,341.34,0,0,0,0,0,1,"mg",1,"X20","X4","X1","X1","X1",29,"GOOD",1000
"X4","X0","f","X2",0,"ac","X2","ac",1,"X3",5,1,490,0,0,0,1,1,1,"ac",0,"X20","X4","X2","X2","X1",27,"GOOD",1000
"X3","X0","m","X3",0,"pe","X2","al",0,"X3",12,1,450,0,0,0,1,1,1,"al",0,"X20","X4","X10","X4","X1",38,"GOOD",1000
"X3","X0","m","X2",0,"rs","X2","pr",0,"X3",20,0,633,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",69,"BAD",1000
"X3","web","m","X6",3,"ba","X2","ba",1,"X3",4,1,200,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X1",39,"BAD",1000
"X5","X0","f","X3",0,"pe","X2","pe",0,"X3",0,1,518,0,0,1,1,1,1,"missing",0,"X20","X4","X2","X2","X1",51,"BAD",1000
"X3","web","f","X5",0,"rj","X2","rj",1,"X3",0,1,668,0,0,0,0,0,0,"missing",0,"X5","X3","X5","X1","X1",56,"GOOD",1000
"X3","web","m","X2",0,"mt","X2","mt",1,"X3",12,1,700,0,0,0,0,0,0,"missing",0,"X13","X6","X1","X1","X1",20,"BAD",1000
"X4","X0","m","X2",0,"rs","X2","rs",1,"X3",0,0,350,0,0,0,1,1,0,"missing",0,"X2","X6","X2","X2","X1",21,"GOOD",1000
"X6","carga","f","X3",0,"rs","X2","rs",1,"X3",1,1,350,0,0,0,0,0,0,"missing",0,"X5","X3","X5","X1","X1",55,"GOOD",1000
"X4","web","f","X2",1,"pa","X2","pa",1,"X3",1,1,819,0,0,1,0,0,1,"pa",1,"X20","X7","X1","X1","X1",33,"GOOD",1000
"X6","web","m","X3",0,"rs","X2","rs",1,"X3",2,1,700,0,0,0,0,0,1,"rs",1,"X20","X4","X1","X1","X1",23,"BAD",1000
"X1","X0","m","X3",0,"pr","X2","rs",1,"X3",1,1,1515,0,0,1,1,0,0,"missing",0,"X20","X3","X19","X6","X1",60,"GOOD",1000
"X4","web","m","X2",0,"sp","X2","sp",1,"X3",9.72714882201501,1,500,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X2",22,"GOOD",1000
"X5","web","f","X3",0,"ce","X2","ce",0,"X3",1,1,350,0,0,0,0,0,1,"ce",0,"X5","X7","X5","X1","X1",31,"BAD",1000
"X4","web","f","X2",0,"sp","X2","sp",1,"X3",23,1,647,0,0,0,0,0,1,"sp",1,"X20","X4","X1","X1","X1",23,"BAD",1000
"X5","X0","f","X2",0,"mt","X2","mt",1,"X3",5,0,521,0,0,0,1,1,1,"mt",1,"X20","X4","X2","X2","X1",40,"BAD",1000
"X5","web","f","X3",0,"pb","X2","pb",1,"X4",20,1,350,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",50,"GOOD",1000
"X3","web","m","X3",0,"mg","X2","mg",1,"X3",9.72714882201501,1,1600,0,0,0,0,0,0,"missing",0,"X20","X1","X1","X1","X1",30,"GOOD",1000
"X3","web","f","X3",0,"rs","X2","rs",1,"X3",6,1,570,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",50,"BAD",1000
"X4","web","m","X5",0,"am","X2","am",0,"X7",2,1,380,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",82,"GOOD",1000
"X3","web","m","X2",0,"ma","X2","pa",1,"X3",4,1,1200,0,1,0,0,0,0,"missing",0,"X20","X6","X1","X1","X1",35,"GOOD",1000
"X6","web","f","X6",0,"sp","X2","sp",0,"X3",14,1,415,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X2",45,"GOOD",1000
"X6","web","f","X7",1,"pr","X2","sc",1,"X3",4,1,443,500,1,0,0,0,1,"sc",0,"X20","X4","X1","X1","X1",35,"GOOD",1000
"X6","web","f","X3",0,"rs","X2","rs",1,"X3",17,1,312,0,0,0,0,0,1,"missing",0,"X20","X6","X1","X1","X1",42,"GOOD",1000
"X5","web","f","X2",0,"sp","X2","sp",0,"X3",3,1,350,0,0,0,0,0,1,"missing",0,"X1","X1","X1","X1","X1",63,"GOOD",1000
"X3","X0","m","X3",0,"sp","X2","sp",1,"X3",9.72714882201501,1,1500,0,0,0,1,0,0,"missing",0,"X20","X1","X1","X1","X1",38,"GOOD",1000
"X6","web","m","X3",0,"sp","X2","sp",1,"X3",2,1,800,0,0,0,0,0,0,"missing",0,"X13","X5","X1","X1","X1",39,"BAD",1000
"X3","web","f","X3",0,"ce","X2","ce",1,"X3",2,1,417,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X1",30,"GOOD",1000
"X4","X0","f","X3",0,"sp","X2","sp",1,"X3",5,0,617,0,0,0,1,1,1,"missing",0,"X2","X2","X2","X2","X1",39,"GOOD",1000
"X2","web","m","X2",0,"rj","X2","rj",1,"X3",30,1,523.88,0,1,0,0,0,1,"rj",1,"X20","X4","X1","X1","X1",20,"GOOD",1000
"X5","web","m","X8",0,"sc","X2","rs",1,"X7",5,1,954,0,0,1,1,1,1,"rs",0,"X20","X4","X1","X1","X1",52,"BAD",1000
"X3","web","f","X4",0,"go","X2","go",1,"X3",1,1,360,0,0,0,0,0,0,"missing",0,"X5","X4","X5","X1","X1",50,"GOOD",1000
"X6","web","m","X3",2,"sp","X2","sp",0,"X3",1,1,675,0,0,0,0,0,0,"missing",0,"X5","X7","X5","X1","X2",51,"GOOD",1000
"X6","X0","f","X2",0,"rn","X2","rn",1,"X3",2,1,3000,0,0,0,1,1,0,"missing",0,"X5","X7","X5","X2","X1",48,"BAD",1000
"X6","web","m","X3",0,"pe","X2","sp",1,"X3",4,1,656,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",36,"GOOD",1000
"X5","X0","m","X4",1,"rs","X2","rs",1,"X4",3,1,1500,0,1,1,1,1,1,"missing",0,"X2","X2","X2","X2","X1",54,"BAD",1000
"X1","web","f","X3",2,"ce","X2","df",1,"X3",12,1,326.8,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X1",66,"BAD",1000
"X3","X0","m","X3",0,"al","X2","al",1,"X3",5,1,462,0,1,0,0,0,1,"al",1,"X6","X4","X1","X1","X1",25,"GOOD",1000
"X3","X0","m","X3",2,"pa","X2","pa",1,"X2",0,1,350,0,0,0,1,0,0,"missing",0,"X1","X1","X1","X1","X1",61,"GOOD",1000
"X3","web","m","X3",0,"mt","X2","mt",1,"X1",1,1,500,0,0,0,0,0,0,"missing",0,"X9","X1","X1","X1","X1",44,"GOOD",1000
"X3","carga","m","X3",3,"mg","X2","mg",1,"X3",1,1,1263,0,0,0,1,0,1,"mg",1,"X1","X1","X1","X1","X2",32,"GOOD",1000
"X6","X0","m","X3",0,"pe","X2","pe",1,"X3",30,0,1495,0,0,0,1,1,0,"missing",0,"X2","X6","X2","X2","X1",56,"GOOD",1000
"X3","web","f","X3",0,"sp","X2","sp",1,"X3",2,1,365.2,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X2",32,"GOOD",1000
"X3","web","f","X3",0,"rs","X2","rs",0,"X1",9.72714882201501,1,450,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",42,"BAD",1000
"X5","web","f","X7",0,"mg","X2","mg",0,"X3",30,1,350,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X1",32,"BAD",1000
"X2","web","f","X3",2,"ba","X2","ba",0,"X3",9.72714882201501,1,930,0,0,0,0,0,1,"missing",0,"X20","X4","X1","X1","X1",43,"GOOD",1000
"X4","X0","f","X3",1,"ba","X2","ba",0,"X3",9,0,400,0,0,0,1,1,1,"ba",1,"X20","X4","X2","X2","X2",27,"GOOD",1000
"X3","X0","f","X3",3,"missing","X1","go",1,"X3",0,1,499,0,0,0,1,1,1,"df",1,"X20","X4","X5","X2","X1",43,"GOOD",1000
"X4","X0","m","X3",0,"pa","X2","mt",1,"X3",19,1,450,0,0,0,0,0,1,"mt",1,"X20","X4","X1","X1","X1",52,"GOOD",1000
"X2","X0","m","X3",0,"ce","X2","ce",1,"X3",10,1,350,0,0,0,1,1,1,"ce",1,"X20","X4","X2","X2","X2",30,"GOOD",1000
